Sample Number,Label D,Sample Date,Received Date,District,School,Sample Point,Result,MCL,Consumption Point,Additional Sampling Completed
1640832,M1005023,01/21/2022 07:00:00 AM,01/25/2022 03:04:59 PM,Charter Schools,ACADEMIA ANTONIA ALONSO,CAFE HANDSINK,0.0005,0.015,false,false
1640834,M1005024,01/21/2022 07:00:00 AM,01/25/2022 03:05:43 PM,Charter Schools,ACADEMIA ANTONIA ALONSO,NURSE,0.0005,0.015,true,false
1639815,M1005084,01/24/2022 07:30:00 AM,01/24/2022 03:00:41 PM,Charter Schools,ACADEMY OF DOVER CHARTER SCHOOL,STUDENT REST ROOM,0.0005,0.015,false,false
1639808,M1005083,01/24/2022 07:20:00 AM,01/24/2022 02:59:10 PM,Charter Schools,ACADEMY OF DOVER CHARTER SCHOOL,CUSTODIANS OFFICE,0.00155,0.015,false,false
1639810,M1005082,01/24/2022 07:20:00 AM,01/24/2022 03:00:03 PM,Charter Schools,ACADEMY OF DOVER CHARTER SCHOOL,AOD CAFETERIA,0.0014,0.015,true,false
1640836,M1005066,01/25/2022 07:06:00 AM,01/25/2022 03:08:35 PM,Charter Schools,CAMPUS COMMUNITY SCHOOL,NURSE STATION,0.0005,0.015,true,false
1640835,M1005065,01/25/2022 07:00:00 AM,01/25/2022 03:07:48 PM,Charter Schools,CAMPUS COMMUNITY SCHOOL,TEACHER LOUNGE,0.00124,0.015,true,false
1640837,M1005064,01/25/2022 07:00:00 AM,01/25/2022 03:09:12 PM,Charter Schools,CAMPUS COMMUNITY SCHOOL,KITCHEN,0.00105,0.015,true,false
1634689,M1005020,01/12/2022 06:05:00 PM,01/14/2022 03:58:44 PM,Charter Schools,CHARTER SCHOOL OF NEW CASTLE,TEACHERS LOUNGE,0.0005,0.015,true,false
1634685,M1005018,01/12/2022 06:12:00 PM,01/14/2022 03:55:56 PM,Charter Schools,CHARTER SCHOOL OF NEW CASTLE,TEACHERS LOUNGE,0.0005,0.015,true,false
1634691,M1005019,01/12/2022 06:11:00 PM,01/14/2022 04:00:21 PM,Charter Schools,CHARTER SCHOOL OF NEW CASTLE,NURSE STATION,0.00072,0.015,true,false
1634690,M1005021,01/12/2022 06:08:00 PM,01/14/2022 03:59:35 PM,Charter Schools,CHARTER SCHOOL OF NEW CASTLE,GIRLS BATHROOM,0.0005,0.015,false,false
1634688,M1005022,01/12/2022 06:01:00 PM,01/14/2022 03:57:09 PM,Charter Schools,CHARTER SCHOOL OF NEW CASTLE,READING ROOM,0.00094,0.015,true,false
1634681,M1005017,01/12/2022 05:58:00 PM,01/14/2022 03:54:23 PM,Charter Schools,CHARTER SCHOOL OF NEW CASTLE,KITCHEN 1ST FLOOR,0.0066,0.015,true,false
1629730,M1005028,01/07/2022 08:40:00 AM,01/10/2022 02:53:24 PM,Charter Schools,DELAWARE MILITARY ACADEMY,CAFETERIA KITCHEN,0.0005,0.015,true,false
1629734,M1005027,01/07/2022 08:40:00 AM,01/10/2022 02:54:10 PM,Charter Schools,DELAWARE MILITARY ACADEMY,STAFF KITCHENETTE,0.0005,0.015,true,false
1629729,M1005026,01/07/2022 08:32:00 AM,01/10/2022 02:52:39 PM,Charter Schools,DELAWARE MILITARY ACADEMY,STAFF KITCHENETTE,0.0005,0.015,true,false
1639818,M1005061,01/21/2022 08:00:00 AM,01/24/2022 03:03:38 PM,Charter Schools,EARLY COLLEGE HIGH SCHOOL AT DEL STATE,PRINCIPLES OFFICE,0.00052,0.015,true,false
1639819,M1005063,01/21/2022 08:00:00 AM,01/24/2022 03:04:27 PM,Charter Schools,EARLY COLLEGE HIGH SCHOOL AT DEL STATE,CAFE DISH SINK,0.00137,0.015,false,false
1639823,M1005062,01/21/2022 08:00:00 AM,01/24/2022 03:05:15 PM,Charter Schools,EARLY COLLEGE HIGH SCHOOL AT DEL STATE,CAFE HANDWASH,0.0005,0.015,false,false
1640816,M1005030,01/25/2022 06:00:00 AM,01/25/2022 02:53:20 PM,Charter Schools,EAST SIDE CHARTER SCHOOL,MAIN OFFICE,0.00155,0.015,true,false
1640819,M1005029,01/25/2022 06:00:00 AM,01/25/2022 02:54:45 PM,Charter Schools,EAST SIDE CHARTER SCHOOL,TEACHERS LOUNGE,0.00089,0.015,true,false
1640825,M1005041,01/25/2022 06:00:00 AM,01/25/2022 02:56:51 PM,Charter Schools,EAST SIDE CHARTER SCHOOL,CAFETERIA 3 SINK,0.00191,0.015,true,false
1634692,M1005009,01/14/2022 07:00:00 AM,01/14/2022 04:02:28 PM,Charter Schools,FIRST STATE MILITARY ACADEMY,T LOUNGE,0.0005,0.015,true,false
1634693,M1005010,01/14/2022 07:00:00 AM,01/14/2022 04:03:21 PM,Charter Schools,FIRST STATE MILITARY ACADEMY,A TAP,0.00317,0.015,true,false
1634694,M1005008,01/14/2022 07:00:00 AM,01/14/2022 04:04:30 PM,Charter Schools,FIRST STATE MILITARY ACADEMY,KITCHEN FAUCET,0.00053,0.015,true,false
1637176,M1005005,01/19/2022 07:50:00 AM,01/19/2022 03:49:09 PM,Charter Schools,FIRST STATE MONTESSORI ACADEMY,LWR SCHOOL KITCHEN,0.00058,0.015,true,false
1637172,M1005006,01/19/2022 07:22:00 AM,01/19/2022 03:48:25 PM,Charter Schools,FIRST STATE MONTESSORI ACADEMY,NURSE OFFICE SINK,0.0005,0.015,true,false
1637160,M1005007,01/19/2022 07:20:00 AM,01/19/2022 03:47:39 PM,Charter Schools,FIRST STATE MONTESSORI ACADEMY,LOW LVL BOYS 1ST SIN,0.00055,0.015,false,false
1638969,M1005015,01/19/2022 08:36:34 AM,01/21/2022 03:55:33 PM,Charter Schools,FREIRE CHARTER SCHOOL,LOUNGE BREAKROOM,0.00117,0.015,true,false
1638972,M1005031,01/19/2022 07:38:34 AM,01/21/2022 03:57:08 PM,Charter Schools,FREIRE CHARTER SCHOOL,NURSES OFFICE,0.00277,0.015,true,false
1638971,M1005014,01/19/2022 06:45:34 AM,01/21/2022 03:56:18 PM,Charter Schools,FREIRE CHARTER SCHOOL,KITCHEN,0.00916,0.015,true,false
1640826,M1005044,01/25/2022 07:30:00 AM,01/25/2022 02:58:51 PM,Charter Schools,GATEWAY LAB SCHOOL,FACULTY LOUNGE,0.0005,0.015,true,false
1640827,M1005045,01/25/2022 07:30:00 AM,01/25/2022 02:59:54 PM,Charter Schools,GATEWAY LAB SCHOOL,NURSE OFFICE,0.00235,0.015,true,false
1640828,M1005043,01/25/2022 07:30:00 AM,01/25/2022 03:00:45 PM,Charter Schools,GATEWAY LAB SCHOOL,KITCHEN,0.00075,0.015,true,false
1637192,M1005080,01/19/2022 08:15:00 AM,01/19/2022 03:53:28 PM,Charter Schools,GREAT OAKS CHARTER SCHOOL,6TH FLOOR BOYS,0.0006,0.015,false,false
1637191,M1005081,01/19/2022 08:10:00 AM,01/19/2022 03:52:57 PM,Charter Schools,GREAT OAKS CHARTER SCHOOL,5TH FLOOR GIRLS,0.00074,0.015,false,false
1637190,M1005079,01/19/2022 08:00:00 AM,01/19/2022 03:52:25 PM,Charter Schools,GREAT OAKS CHARTER SCHOOL,2ND FLOOR GIRLS,0.0005,0.015,false,false
1637220,M1005077,01/19/2022 07:30:00 AM,01/19/2022 04:13:29 PM,Charter Schools,KUUMBA ACADEMY CHARTER SCHOOL,KUUMBA ACADEMY 1ST F,0.0005,0.015,true,false
1637230,M1005076,01/19/2022 07:30:00 AM,01/19/2022 04:15:54 PM,Charter Schools,KUUMBA ACADEMY CHARTER SCHOOL,4TH FLOOR BOYS,0.0005,0.015,true,false
1637200,M1005078,01/19/2022 07:30:00 AM,01/19/2022 03:58:56 PM,Charter Schools,KUUMBA ACADEMY CHARTER SCHOOL,2ND FLOOR BOYS,0.0005,0.015,true,false
1605027,M1004953,12/06/2021 06:00:00 AM,12/08/2021 01:44:49 PM,Charter Schools,LAS AMERICAS ASPIRA ACADEMY,KITCHEN,0.00082,0.015,true,false
1605028,M1004954,12/06/2021 06:00:00 AM,12/08/2021 01:45:15 PM,Charter Schools,LAS AMERICAS ASPIRA ACADEMY,CAFETERIA,0.00068,0.015,true,false
1605029,M1004955,12/06/2021 06:00:00 AM,12/08/2021 01:45:40 PM,Charter Schools,LAS AMERICAS ASPIRA ACADEMY,SCIENCE,0.00102,0.015,false,false
1600056,M1004990,11/19/2021 03:30:00 PM,11/30/2021 09:53:18 AM,Charter Schools,LAS AMERICAS ASPIRA ACADEMY,BOYS I.C.,0.0005,0.015,true,false
1600057,M1004989,11/19/2021 03:30:00 PM,11/30/2021 09:53:39 AM,Charter Schools,LAS AMERICAS ASPIRA ACADEMY,GIRLS PP,0.0005,0.015,false,false
1600055,M1004991,11/19/2021 03:30:00 PM,11/30/2021 09:52:48 AM,Charter Schools,LAS AMERICAS ASPIRA ACADEMY,BOYS BR PP,0.0005,0.015,false,false
1637187,M1005039,01/19/2022 06:23:00 AM,01/19/2022 03:50:37 PM,Charter Schools,MOT CHARTER SCHOOL,KITCHEN,0.0005,0.015,true,false
1637181,M1005038,01/19/2022 06:15:00 AM,01/19/2022 03:50:12 PM,Charter Schools,MOT CHARTER SCHOOL,NURSES OFFICE,0.0005,0.015,true,false
1637188,M1005040,01/19/2022 06:05:00 AM,01/19/2022 03:51:10 PM,Charter Schools,MOT CHARTER SCHOOL,STAFF LUNCHROOM,0.0005,0.015,true,false
1559233,M1004686,09/20/2021 07:10:00 AM,09/23/2021 03:08:26 PM,Charter Schools,MOT CHARTER SCHOOL,STAFF LOUNGE,0.0005,0.015,true,false
1559235,M1004687,09/20/2021 07:00:00 AM,09/23/2021 03:09:27 PM,Charter Schools,MOT CHARTER SCHOOL,KITCHEN SINK,0.00103,0.015,true,false
1559234,M1004688,09/20/2021 06:55:00 AM,09/23/2021 03:08:53 PM,Charter Schools,MOT CHARTER SCHOOL,SNACK SHACK,0.00073,0.015,true,false
1599768,M1004987,11/19/2021 07:00:00 AM,11/29/2021 04:04:43 PM,Charter Schools,NEWARK CHARTER SCHOOL,154 COMMONS,0.00109,0.015,true,false
1599767,M1004986,11/19/2021 07:00:00 AM,11/29/2021 04:04:14 PM,Charter Schools,NEWARK CHARTER SCHOOL,171 MIDDLE SCHOOL,0.00112,0.015,true,false
1599771,M1004988,11/19/2021 07:00:00 AM,11/29/2021 04:05:09 PM,Charter Schools,NEWARK CHARTER SCHOOL,110 ELEMENTARY,0.0005,0.015,true,false
1599759,M1004992,11/19/2021 06:55:00 AM,11/29/2021 04:02:06 PM,Charter Schools,NEWARK CHARTER SCHOOL,KITCHEN,0.0005,0.015,true,false
1599763,M1004993,11/19/2021 06:50:00 AM,11/29/2021 04:03:09 PM,Charter Schools,NEWARK CHARTER SCHOOL,ROOM 331 STAFF,0.0005,0.015,true,false
1599762,M1004994,11/19/2021 06:50:00 AM,11/29/2021 04:02:42 PM,Charter Schools,NEWARK CHARTER SCHOOL,ROOM 238,0.0005,0.015,true,false
1632576,M1005000,01/12/2022 08:31:00 AM,01/12/2022 03:15:50 PM,Charter Schools,ODYSSEY CHARTER SCHOOL,ODYSSEY-22,0.0005,0.015,true,false
1632578,M1005016,01/12/2022 08:22:00 AM,01/12/2022 03:16:29 PM,Charter Schools,ODYSSEY CHARTER SCHOOL,ODYSSEY-21,0.00148,0.015,true,false
1632574,M1004999,01/12/2022 08:18:00 AM,01/12/2022 03:15:18 PM,Charter Schools,ODYSSEY CHARTER SCHOOL,ODYSSEY-20,0.00261,0.015,true,false
,M1005070,03/14/2022 06:45:00 AM,03/14/2022 02:33:00 PM,Charter Schools,POSITIVE OUTCOMES,TEACHER LOUNGE SINK,0.0005,0.015,true,false
,M1005071,03/14/2022 06:30:00 AM,03/14/2022 02:34:20 PM,Charter Schools,POSITIVE OUTCOMES,DOWNSTAIRS WATER FOUNTAIN,0.0005,0.015,true,false
,M1005072,03/14/2022 06:35:00 AM,03/14/2022 02:34:59 PM,Charter Schools,POSITIVE OUTCOMES,UPSTAIRS WATER FOUNTAIN,0.0005,0.015,true,false
1638968,M1005033,01/21/2022 08:36:34 AM,01/21/2022 03:51:41 PM,Charter Schools,PROVIDENCE CREEK ACADEMY CHARTER SCHOOL,6TH GRADE SCIENCE,0.00139,0.015,false,false
1638959,M1005032,01/21/2022 08:27:00 AM,01/21/2022 03:45:24 PM,Charter Schools,PROVIDENCE CREEK ACADEMY CHARTER SCHOOL,AFTERCARE UPPER SINK,0.00062,0.015,true,false
1638957,M1005034,01/21/2022 08:17:00 AM,01/21/2022 03:41:03 PM,Charter Schools,PROVIDENCE CREEK ACADEMY CHARTER SCHOOL,DISHROOM HAND SINK,0.00456,0.015,false,false
1645402,M1005074,01/25/2022 06:40:00 AM,02/04/2022 03:00:29 PM,Charter Schools,SUSSEX ACADEMY ELEMENTARY,OFFICE,0.0005,0.015,true,false
1645404,M1005073,01/25/2022 06:35:00 AM,02/04/2022 03:01:29 PM,Charter Schools,SUSSEX ACADEMY ELEMENTARY,CAFE KITCHEN,0.00069,0.015,true,false
1645407,M1005075,01/25/2022 06:45:00 AM,02/04/2022 03:03:05 PM,Charter Schools,SUSSEX ACADEMY ELEMENTARY,BOYS BATHROOM,0.0005,0.015,false,false
,M1138169,03/29/2022 07:45:00 AM,03/29/2022 01:38:10 PM,Charter Schools,SUSSEX ACADEMY ELEMENTARY,KITCHEN,0.00106,0.015,true,false
,M1138170,03/29/2022 07:55:00 AM,03/29/2022 01:39:22 PM,Charter Schools,SUSSEX ACADEMY ELEMENTARY,RESTROOM,0.0005,0.015,true,false
,M1138171,03/29/2022 07:50:00 AM,03/29/2022 01:40:32 PM,Charter Schools,SUSSEX ACADEMY ELEMENTARY,CLASSROOM,0.00128,0.015,true,false
1646515,M1005067,01/26/2022 12:31:00 PM,02/08/2022 03:00:24 PM,Charter Schools,SUSSEX MONTESSORI SCHOOL,CARRIAGE HOUSE,0.00062,0.015,true,false
1646516,M1005068,02/04/2022 12:45:00 PM,02/08/2022 03:01:25 PM,Charter Schools,SUSSEX MONTESSORI SCHOOL,ROOM 11,0.0005,0.015,true,false
1646518,M1005069,02/04/2022 09:32:00 AM,02/08/2022 03:02:16 PM,Charter Schools,SUSSEX MONTESSORI SCHOOL,ROOM 10,0.0005,0.015,true,false
,M1138172,03/31/2022 07:05:00 AM,03/31/2022 02:04:03 PM,Charter Schools,THOMAS EDISON,NURSE OFFICE,0.0005,0.015,true,false
,M1138174,03/31/2022 07:12:00 AM,03/31/2022 02:05:00 PM,Charter Schools,THOMAS EDISON,CAFE KITCHEN,0.0005,0.015,true,false
,M1138173,03/31/2022 07:10:00 AM,03/31/2022 02:05:49 PM,Charter Schools,THOMAS EDISON,STAFF LOUNGE,0.0005,0.015,true,false
1564932,M1004706,09/29/2021 07:30:00 AM,09/30/2021 03:14:42 PM,Christina,BRADER ELEMENTARY SCHOOL,KITCHEN,0.00078,0.015,true,false
1564934,M1004705,09/29/2021 07:23:00 AM,09/30/2021 03:15:18 PM,Christina,BRADER ELEMENTARY SCHOOL,STAFF LOUNGE,0.00054,0.015,true,false
1564930,M1004707,09/29/2021 07:20:00 AM,09/30/2021 03:14:13 PM,Christina,BRADER ELEMENTARY SCHOOL,NURSE,0.0005,0.015,true,false
1564940,M1004708,09/29/2021 07:15:00 AM,09/30/2021 03:15:46 PM,Christina,BRADER ELEMENTARY SCHOOL,OFFICE SINK,0.00145,0.015,false,false
1594504,M1004732,11/15/2021 06:30:00 AM,11/16/2021 03:03:09 PM,Christina,BROOKSIDE ELEMENTARY SCHOOL,RM 114,0.00099,0.015,true,false
1594506,M1004734,11/15/2021 06:30:00 AM,11/16/2021 03:03:33 PM,Christina,BROOKSIDE ELEMENTARY SCHOOL,OFFICE,0.00108,0.015,true,false
1594509,M1004731,11/15/2021 06:30:00 AM,11/16/2021 03:03:58 PM,Christina,BROOKSIDE ELEMENTARY SCHOOL,RM 126,0.00537,0.015,true,false
1594500,M1004733,11/15/2021 06:30:00 AM,11/16/2021 03:02:34 PM,Christina,BROOKSIDE ELEMENTARY SCHOOL,KITCHEN,0.0016,0.015,true,false
1639085,M1005001,01/21/2022 09:15:00 AM,01/24/2022 08:18:17 AM,Christina,CHRISTIANA HIGH SCHOOL,NURSE (H BLDG),0.00233,0.015,true,false
1639093,M1004983,01/21/2022 09:05:00 AM,01/24/2022 08:23:11 AM,Christina,CHRISTIANA HIGH SCHOOL,CAFE SINK (H),0.00266,0.015,true,false
1639088,M1005004,01/21/2022 09:00:00 AM,01/24/2022 08:20:29 AM,Christina,CHRISTIANA HIGH SCHOOL,STAFF LOUNGE H BLDG,0.00185,0.015,true,false
1639090,M1005003,01/21/2022 09:00:00 AM,01/24/2022 08:21:38 AM,Christina,CHRISTIANA HIGH SCHOOL,KITCHEN H BLDG,0.00545,0.015,true,false
1639097,M1004984,01/21/2022 08:53:00 AM,01/24/2022 08:24:57 AM,Christina,CHRISTIANA HIGH SCHOOL,NURSES OFFICE G,0.00084,0.015,true,false
1639095,M1004982,01/21/2022 08:46:00 AM,01/24/2022 08:24:11 AM,Christina,CHRISTIANA HIGH SCHOOL,LOUNGE G,0.00282,0.015,true,false
1639103,M1004985,01/21/2022 08:45:00 AM,01/24/2022 08:27:56 AM,Christina,CHRISTIANA HIGH SCHOOL,CAFETERIA G,0.00237,0.015,true,false
1639099,M1005002,01/21/2022 08:35:00 AM,01/24/2022 08:25:58 AM,Christina,CHRISTIANA HIGH SCHOOL,KITCHEN G,0.00815,0.015,true,false
1699072,M1219493,07/20/2022 09:34:00 AM,07/21/2022 11:30:00 AM,Christina,CHRISTIANA HIGH SCHOOL,FOUNTAINS BY GYM,0.0005,0.015,true,true
1699074,M1219494,07/20/2022 09:37:00 AM,07/21/2022 11:32:00 AM,Christina,CHRISTIANA HIGH SCHOOL,FOUNTAINS BY TROPHIES,0.0005,0.015,true,true
1699076,M1219496,07/20/2022 09:44:00 AM,07/21/2022 11:33:00 AM,Christina,CHRISTIANA HIGH SCHOOL,FOUNTAINS CAFETERIA,0.0005,0.015,true,true
1699077,M1219497,07/20/2022 09:47:00 AM,07/21/2022 11:36:00 AM,Christina,CHRISTIANA HIGH SCHOOL,KITCHEN PREP SINK,0.00323,0.015,true,true
1699078,M1219498,07/20/2022 09:49:00 AM,07/21/2022 11:38:00 AM,Christina,CHRISTIANA HIGH SCHOOL,FOUNTAINS BY CAFETERIA,0.0005,0.015,true,true
1699079,M1219499,07/20/2022 09:52:00 AM,07/21/2022 11:39:00 AM,Christina,CHRISTIANA HIGH SCHOOL,FOUNTAINS BY RM G108,0.0005,0.015,true,true
1699080,M1219500,07/20/2022 09:57:00 AM,07/21/2022 11:39:00 AM,Christina,CHRISTIANA HIGH SCHOOL,FOUNTAINS BY RM G208,0.0005,0.015,true,true
1699081,M1219501,07/20/2022 10:10:00 AM,07/21/2022 11:40:00 AM,Christina,CHRISTIANA HIGH SCHOOL,H CAFETERIA FOUNTAINS,0.0005,0.015,true,true
1699082,M1219502,07/20/2022 10:12:00 AM,07/21/2022 11:41:00 AM,Christina,CHRISTIANA HIGH SCHOOL,H CAFETERIA PREP SINK,0.00229,0.015,true,true
1699083,M1219503,07/20/2022 10:15:00 AM,07/21/2022 11:41:00 AM,Christina,CHRISTIANA HIGH SCHOOL,H CAFETERIA FOUNTAINS,0.0005,0.015,true,true
1699084,M1219504,07/20/2022 10:17:00 AM,07/21/2022 11:42:00 AM,Christina,CHRISTIANA HIGH SCHOOL,FOUNATINS BY GIRLS LOCKER RM,0.0005,0.015,true,true
1699075,M1219495,07/20/2022 09:40:00 AM,07/21/2022 11:32:00 AM,Christina,CHRISTIANA HIGH SCHOOL,FOUNTAINS BY RM E109,0.0005,0.015,true,true
1626287,M1004816,01/06/2022 06:05:00 AM,01/06/2022 02:41:04 PM,Christina,CHRISTINA EARLY EDUCATION CENTER,ROOM 27 SINK,0.0016,0.015,true,false
1626283,M1004813,01/06/2022 06:00:00 AM,01/06/2022 02:40:26 PM,Christina,CHRISTINA EARLY EDUCATION CENTER,ROOM 20 SINK,0.00252,0.015,true,false
1626279,M1004812,01/06/2022 05:55:00 AM,01/06/2022 02:39:49 PM,Christina,CHRISTINA EARLY EDUCATION CENTER,ROOM 10 SINK,0.00262,0.015,true,false
1626213,M1004815,01/06/2022 05:50:00 AM,01/06/2022 02:35:50 PM,Christina,CHRISTINA EARLY EDUCATION CENTER,ROOM 16 SINK,0.00245,0.015,true,false
1626211,M1004814,01/06/2022 05:40:00 AM,01/06/2022 02:35:09 PM,Christina,CHRISTINA EARLY EDUCATION CENTER,ROOM 4 SINK,0.00233,0.015,true,false
1579822,M1004807,10/20/2021 05:58:00 AM,10/20/2021 03:07:18 PM,Christina,DELAWARE SCHOOL FOR THE DEAF,BOY LOCKER ROOM,0.0005,0.015,false,false
1579820,M1004809,10/20/2021 05:55:00 AM,10/20/2021 03:05:23 PM,Christina,DELAWARE SCHOOL FOR THE DEAF,ELM BOYS BATHROOM,0.0005,0.015,false,false
1579819,M1004808,10/20/2021 05:52:00 AM,10/20/2021 03:04:33 PM,Christina,DELAWARE SCHOOL FOR THE DEAF,ELM STAFF BATHRROM,0.0005,0.015,false,false
1579824,M1004810,10/20/2021 05:48:00 AM,10/20/2021 03:08:08 PM,Christina,DELAWARE SCHOOL FOR THE DEAF,H/S STAFF BATHROOM,0.0005,0.015,false,false
1579826,M1004811,10/20/2021 05:45:00 AM,10/20/2021 03:08:59 PM,Christina,DELAWARE SCHOOL FOR THE DEAF,BOY H/S BATHROOM,0.0005,0.015,false,false
1631298,M1004728,01/11/2022 07:40:00 AM,01/11/2022 03:45:42 PM,Christina,DOWNES ELEMENTARY SCHOOL,ROOM 102 SINK,0.00455,0.015,true,false
1631295,M1004729,01/11/2022 07:35:00 AM,01/11/2022 03:44:35 PM,Christina,DOWNES ELEMENTARY SCHOOL,TEACHERS LAUNCH,0.00657,0.015,true,false
1631296,M1004730,01/11/2022 07:30:00 AM,01/11/2022 03:45:07 PM,Christina,DOWNES ELEMENTARY SCHOOL,NURSE SINK,0.00216,0.015,true,false
1631292,M1004727,01/11/2022 07:10:00 AM,01/11/2022 03:44:03 PM,Christina,DOWNES ELEMENTARY SCHOOL,KITCHEN R SINK,0.00335,0.015,true,false
1563780,M1004682,09/29/2021 10:10:00 AM,09/29/2021 03:28:50 PM,Christina,FREDERICK DOUGLASS STUBBS ELEMENTARY SCHOOL,2ND FLOOR,0.0005,0.015,true,false
1563778,M1004680,09/29/2021 10:00:00 AM,09/29/2021 03:27:56 PM,Christina,FREDERICK DOUGLASS STUBBS ELEMENTARY SCHOOL,BASEMENT,0.0005,0.015,true,false
1563782,M1004683,09/15/2021 10:00:00 AM,09/29/2021 03:30:19 PM,Christina,FREDERICK DOUGLASS STUBBS ELEMENTARY SCHOOL,NURSES,0.0005,0.015,true,false
1563779,M1004681,09/15/2021 10:00:00 AM,09/29/2021 03:28:26 PM,Christina,FREDERICK DOUGLASS STUBBS ELEMENTARY SCHOOL,KITCHEN,0.0005,0.015,true,false
1564948,M1004726,09/27/2021 01:15:00 PM,09/30/2021 03:18:39 PM,Christina,GALLAHER ELEMENTARY SCHOOL,CLASSROOM 119 OR 114,0.00092,0.015,true,false
1564949,M1004723,09/27/2021 01:05:00 PM,09/30/2021 03:19:14 PM,Christina,GALLAHER ELEMENTARY SCHOOL,TEACHER LOUNGE,0.0005,0.015,true,false
1564946,M1004725,09/27/2021 12:50:00 PM,09/30/2021 03:17:36 PM,Christina,GALLAHER ELEMENTARY SCHOOL,NURSE OFFICE,0.0005,0.015,true,false
1564943,M1004724,09/27/2021 12:45:00 PM,09/30/2021 03:16:41 PM,Christina,GALLAHER ELEMENTARY SCHOOL,BOILER ROOM,0.0005,0.015,true,false
1564945,M1004722,09/27/2021 12:30:00 PM,09/30/2021 03:17:10 PM,Christina,GALLAHER ELEMENTARY SCHOOL,KITCHEN SINK,0.00193,0.015,true,false
1699085,M1219505,07/20/2022 10:44:00 AM,07/21/2022 11:43:00 AM,Christina,GAUGER-COBBS MIDDLE SCHOOL,FOUNTAINS BY AUDITORIUM,0.0005,0.015,true,true
1699087,M1219507,07/20/2022 10:52:00 AM,07/21/2022 11:45:00 AM,Christina,GAUGER-COBBS MIDDLE SCHOOL,FOUNTAINS BY RM 132,0.0005,0.015,true,true
1699088,M1219508,07/20/2022 10:54:00 AM,07/21/2022 11:46:00 AM,Christina,GAUGER-COBBS MIDDLE SCHOOL,FOUNTAINS BY RM 137,0.0005,0.015,true,true
1699091,M1219509,07/20/2022 10:57:00 AM,07/21/2022 11:46:00 AM,Christina,GAUGER-COBBS MIDDLE SCHOOL,FOUNATINS BY RM 157,0.0005,0.015,true,true
1699092,M1219510,07/20/2022 11:02:00 AM,07/21/2022 11:47:00 AM,Christina,GAUGER-COBBS MIDDLE SCHOOL,FOUNTAING BY GIRLS LOCKER RM,0.0005,0.015,true,true
1699095,M1219511,07/20/2022 11:02:00 AM,07/21/2022 11:50:00 AM,Christina,GAUGER-COBBS MIDDLE SCHOOL,FOUNTAINS CAFETERIA,0.0005,0.015,true,true
1699096,M1219512,07/20/2022 11:07:00 AM,07/21/2022 11:50:00 AM,Christina,GAUGER-COBBS MIDDLE SCHOOL,CAFETERIA PREP SINK,0.0033,0.015,true,true
1699097,M1219513,07/20/2022 11:10:00 AM,07/21/2022 11:52:00 AM,Christina,GAUGER-COBBS MIDDLE SCHOOL,FOUNTAIN BY CUSTODIAN OFF.,0.0005,0.015,true,true
1699100,M1219515,07/20/2022 11:19:00 AM,07/21/2022 11:53:00 AM,Christina,GAUGER-COBBS MIDDLE SCHOOL,FOUNTAINS BY RM 402,0.0005,0.015,true,true
1699099,M1219514,07/20/2022 11:15:00 AM,07/21/2022 11:52:00 AM,Christina,GAUGER-COBBS MIDDLE SCHOOL,FOUNTAIN BY RM 203,0.0005,0.015,true,true
1699101,M1219516,07/20/2022 11:22:00 AM,07/21/2022 11:56:00 AM,Christina,GAUGER-COBBS MIDDLE SCHOOL,FOUNTAIN BY RM 206,0.0005,0.015,true,true
1699086,M1219506,07/20/2022 10:49:00 AM,07/21/2022 11:44:00 AM,Christina,GAUGER-COBBS MIDDLE SCHOOL,NURSES OFFICE,0.00056,0.015,true,true
1573879,M1004736,10/04/2021 06:15:00 AM,10/12/2021 02:27:56 PM,Christina,GAUGER-COBBS MIDDLE SCHOOL,FOOD LAB,0.00442,0.015,true,false
1573880,M1004735,10/04/2021 06:15:00 AM,10/12/2021 02:28:20 PM,Christina,GAUGER-COBBS MIDDLE SCHOOL,NURSE,0.0005,0.015,true,false
1573876,M1004738,10/04/2021 06:10:00 AM,10/12/2021 02:27:26 PM,Christina,GAUGER-COBBS MIDDLE SCHOOL,REACH,0.00261,0.015,true,false
1573870,M1004739,10/02/2021 06:11:00 AM,10/12/2021 02:25:53 PM,Christina,GAUGER-COBBS MIDDLE SCHOOL,ART ROOM,0.00927,0.015,false,false
1573871,M1004737,10/02/2021 06:00:00 AM,10/12/2021 02:26:32 PM,Christina,GAUGER-COBBS MIDDLE SCHOOL,KITCHEN,0.00169,0.015,true,false
1581305,M1004885,10/22/2021 09:31:00 AM,10/22/2021 02:21:19 PM,Christina,GAUGER-COBBS MIDDLE SCHOOL,FOOD LAB FIRST SINK,0.0477,0.015,true,false
,M1004780,04/01/2022 06:30:00 AM,04/04/2022 03:35:39 PM,Christina,GLASGOW HIGH SCHOOL,FACULTY DIN. 2ND FL,0.00535,0.015,true,false
,M1004781,04/04/2022 06:00:00 AM,04/04/2022 03:36:57 PM,Christina,GLASGOW HIGH SCHOOL,STUDENT BR 2ND FLOOR,0.00109,0.015,false,false
,M1004782,04/01/2022 06:15:00 AM,04/04/2022 03:37:38 PM,Christina,GLASGOW HIGH SCHOOL,NURSER OFFICE,0.00257,0.015,true,false
