Sample Number,Label D,Sample Date,Received Date,District,School,Sample Point,Result,MCL,Consumption Point,Additional Sampling Completed
,M1004783,04/01/2022 06:30:00 AM,04/04/2022 03:38:29 PM,Christina,GLASGOW HIGH SCHOOL,FACULTY DINING 1ST F,0.0137,0.015,true,false
,M1004784,04/01/2022 06:00:00 AM,04/04/2022 03:38:54 PM,Christina,GLASGOW HIGH SCHOOL,KITCHEN,0.00066,0.015,true,false
,M1004785,04/01/2022 06:00:00 AM,04/04/2022 03:39:20 PM,Christina,GLASGOW HIGH SCHOOL,HANDICAP BATHROOM,0.00194,0.015,true,false
,M1004786,04/01/2022 06:00:00 AM,04/04/2022 03:40:13 PM,Christina,GLASGOW HIGH SCHOOL,FACULTY 2ND FLOOR BR,0.00069,0.015,false,false
1699130,M1219548,07/20/2022 03:10:00 PM,07/21/2022 12:08:00 PM,Christina,GLASGOW HIGH SCHOOL,FOUNTAINS BACK STAIRWELL,0.00058,0.015,true,true
1699102,M1219541,07/20/2022 02:50:00 PM,07/21/2022 11:57:00 AM,Christina,GLASGOW HIGH SCHOOL,CAFETERIA PREP SINK,0.00291,0.015,true,true
1699150,M1219556,07/20/2022 03:45:00 PM,07/21/2022 12:18:00 PM,Christina,GLASGOW HIGH SCHOOL,FOUNTAINS BY RM 408,0.010196,0.015,true,true
1699136,M1219550,07/20/2022 03:20:00 PM,07/21/2022 12:10:00 PM,Christina,GLASGOW HIGH SCHOOL,FOUNTAINS GYM HALLWAY,0.012255,0.015,true,true
1699104,M1219542,07/20/2022 02:52:00 PM,07/21/2022 11:59:00 AM,Christina,GLASGOW HIGH SCHOOL,FOUNTAINS CAFETERIA,0.00136,0.015,true,true
1699106,M1219543,07/20/2022 02:54:00 PM,07/21/2022 12:00:00 PM,Christina,GLASGOW HIGH SCHOOL,TEACHER LOUNGE SINK,0.00844,0.015,true,true
1699122,M1219544,07/20/2022 02:58:00 PM,07/21/2022 12:06:00 PM,Christina,GLASGOW HIGH SCHOOL,FOUNTAINS BY HOME EC.,0.00676,0.015,true,true
1699125,M1219545,07/20/2022 03:00:00 PM,07/21/2022 12:06:00 PM,Christina,GLASGOW HIGH SCHOOL,HOME EC. ROOM,0.00123,0.015,true,true
1699126,M1219546,07/20/2022 03:02:00 PM,07/21/2022 12:07:00 PM,Christina,GLASGOW HIGH SCHOOL,FRONT FOUNTAINS,0.00739,0.015,true,true
1699128,M1219547,07/20/2022 03:04:00 PM,07/21/2022 12:08:00 PM,Christina,GLASGOW HIGH SCHOOL,NURSES OFFICE,0.00074,0.015,true,true
1699134,M1219549,07/20/2022 03:15:00 PM,07/21/2022 12:10:00 PM,Christina,GLASGOW HIGH SCHOOL,FOUNTAINS BY TRAM ROOM,0.00092,0.015,true,true
1699139,M1219551,07/20/2022 03:23:00 PM,07/21/2022 12:11:00 PM,Christina,GLASGOW HIGH SCHOOL,POOL FOUNTAIN,0.00237,0.015,true,true
1699140,M1219552,07/20/2022 03:28:00 PM,07/21/2022 12:12:00 PM,Christina,GLASGOW HIGH SCHOOL,FOUNTAIN TEAM ROOM 1,0.00247,0.015,true,true
1699142,M1219553,07/20/2022 03:33:00 PM,07/21/2022 12:12:00 PM,Christina,GLASGOW HIGH SCHOOL,FOUNTAINS BY RM311,0.00133,0.015,true,true
1699144,M1219554,07/20/2022 03:35:00 PM,07/21/2022 12:14:00 PM,Christina,GLASGOW HIGH SCHOOL,FOUNTAINS 2ND FLOOR FRONT,0.00397,0.015,true,true
1699147,M1219555,07/20/2022 03:37:00 PM,07/21/2022 12:16:00 PM,Christina,GLASGOW HIGH SCHOOL,CAFETERIA FOUNTAIN 2ND FLOOR,0.00097,0.015,true,true
1579869,M1004762,10/14/2021 06:26:00 AM,10/20/2021 03:18:03 PM,Christina,KEENE ELEMENTARY SCHOOL,CLASSROOM 422,0.00215,0.015,true,false
1579862,M1004760,10/14/2021 06:25:00 AM,10/20/2021 03:14:32 PM,Christina,KEENE ELEMENTARY SCHOOL,CLASSROOM 322,0.0023,0.015,true,false
1579864,M1004759,10/14/2021 06:21:00 AM,10/20/2021 03:16:24 PM,Christina,KEENE ELEMENTARY SCHOOL,CLASSROOM 119,0.00219,0.015,true,false
1579872,M1004761,10/14/2021 06:20:00 AM,10/20/2021 03:19:35 PM,Christina,KEENE ELEMENTARY SCHOOL,KITCHEN,0.0005,0.015,true,false
1632590,M1004797,01/12/2022 05:10:00 AM,01/12/2022 03:18:57 PM,Christina,KIRK MIDDLE SCHOOL,KITCHEN,0.00077,0.015,true,false
1632588,M1004801,01/12/2022 05:06:00 AM,01/12/2022 03:18:30 PM,Christina,KIRK MIDDLE SCHOOL,STAFF D-WING,0.00114,0.015,true,false
1632592,M1004799,01/12/2022 05:03:00 AM,01/12/2022 03:19:34 PM,Christina,KIRK MIDDLE SCHOOL,NURSE,0.00159,0.015,true,false
1632585,M1004800,01/12/2022 04:58:00 AM,01/12/2022 03:18:02 PM,Christina,KIRK MIDDLE SCHOOL,STAFF MEN BR,0.00429,0.015,false,false
1632581,M1004798,01/12/2022 04:56:00 AM,01/12/2022 03:17:32 PM,Christina,KIRK MIDDLE SCHOOL,STAFF WOMAN B,0.00229,0.015,false,false
,M1004949,04/02/2022 03:00:00 PM,04/04/2022 03:33:04 PM,Christina,LEASURE ELEMENTARY SCHOOL,STAFF LOUNGE,0.0005,0.015,true,false
,M1004950,04/02/2022 03:00:00 PM,04/04/2022 03:33:30 PM,Christina,LEASURE ELEMENTARY SCHOOL,NURSE,0.0005,0.015,true,false
,M1004951,04/02/2022 03:00:00 PM,04/04/2022 03:33:55 PM,Christina,LEASURE ELEMENTARY SCHOOL,OFFICE,0.00181,0.015,true,false
,M1004952,04/02/2022 03:00:00 PM,04/04/2022 03:34:16 PM,Christina,LEASURE ELEMENTARY SCHOOL,KITCHEN,0.0005,0.015,true,false
1575124,M1004768,10/13/2021 06:40:00 AM,10/13/2021 03:32:49 PM,Christina,MARSHALL ELEMENTARY SCHOOL,ROOM 20,0.0014,0.015,true,false
1575108,M1004769,10/13/2021 06:35:00 AM,10/13/2021 03:29:41 PM,Christina,MARSHALL ELEMENTARY SCHOOL,NURSES OFFICE,0.00062,0.015,true,false
1575120,M1004767,10/13/2021 06:30:00 AM,10/13/2021 03:31:52 PM,Christina,MARSHALL ELEMENTARY SCHOOL,TEACHER'S LOUNGE,0.0005,0.015,true,false
1575118,M1004770,10/13/2021 06:20:00 AM,10/13/2021 03:31:07 PM,Christina,MARSHALL ELEMENTARY SCHOOL,KITCHEN,0.00216,0.015,true,false
1584654,M1004840,10/26/2021 06:00:00 AM,10/28/2021 01:22:43 PM,Christina,NETWORKS SCHOOL FOR EMPLOYABILITY SKILLS,NURSES OFFICE,0.00141,0.015,true,false
1584651,M1004843,10/26/2021 06:00:00 AM,10/28/2021 01:21:09 PM,Christina,NETWORKS SCHOOL FOR EMPLOYABILITY SKILLS,CAFETERIA,0.0005,0.015,true,false
1584653,M1004842,10/26/2021 06:00:00 AM,10/28/2021 01:22:14 PM,Christina,NETWORKS SCHOOL FOR EMPLOYABILITY SKILLS,MUNCH WORKS,0.0005,0.015,true,false
1584655,M1004841,10/26/2021 06:00:00 AM,10/28/2021 01:23:11 PM,Christina,NETWORKS SCHOOL FOR EMPLOYABILITY SKILLS,TEACHERS LOUNGE,0.0005,0.015,true,false
1581307,M1004886,10/22/2021 10:09:00 AM,10/22/2021 02:22:56 PM,Christina,NEWARK HIGH SCHOOL,POLICE E118 SSE KS,0.076,0.015,true,false
1575520,M1004793,10/09/2021 09:46:00 AM,10/14/2021 10:11:16 AM,Christina,NEWARK HIGH SCHOOL,WELLNESS CT,0.00054,0.015,true,false
1575519,M1004795,10/09/2021 09:44:00 AM,10/14/2021 10:10:36 AM,Christina,NEWARK HIGH SCHOOL,COOKING LAB,0.00184,0.015,true,false
1575511,M1004794,10/09/2021 09:40:00 AM,10/14/2021 10:05:36 AM,Christina,NEWARK HIGH SCHOOL,D KITCHEN,0.00145,0.015,true,false
1575512,M1004790,10/09/2021 09:38:00 AM,10/14/2021 10:06:20 AM,Christina,NEWARK HIGH SCHOOL,D CAF,0.00239,0.015,true,false
1575513,M1004792,10/09/2021 09:35:00 AM,10/14/2021 10:06:59 AM,Christina,NEWARK HIGH SCHOOL,POLICE E118 SSE,0.0563,0.015,true,false
1575514,M1004789,10/09/2021 09:30:00 AM,10/14/2021 10:09:13 AM,Christina,NEWARK HIGH SCHOOL,A 109 STAFF LOS,0.00142,0.015,true,false
1575523,M1004788,10/09/2021 09:28:00 AM,10/14/2021 10:14:10 AM,Christina,NEWARK HIGH SCHOOL,SCHOOL NURSE,0.0018,0.015,true,false
1575521,M1004791,10/09/2021 09:24:00 AM,10/14/2021 10:12:35 AM,Christina,NEWARK HIGH SCHOOL,A KITCHEN,0.0005,0.015,true,false
1575507,M1004796,10/09/2021 09:22:00 AM,10/14/2021 10:04:54 AM,Christina,NEWARK HIGH SCHOOL,A-CAF,0.00053,0.015,true,false
1699052,M1219518,07/20/2022 11:59:00 AM,07/21/2022 11:20:00 AM,Christina,NEWARK HIGH SCHOOL,NURSE,0.0027,0.015,true,true
1699062,M1219521,07/20/2022 12:07:00 PM,07/21/2022 11:23:00 AM,Christina,NEWARK HIGH SCHOOL,FOUNTAINS BY RM B109,0.0005,0.015,true,true
1699064,M1219523,07/20/2022 12:13:00 PM,07/21/2022 11:25:00 AM,Christina,NEWARK HIGH SCHOOL,FOUNTAINS BY RM C109,0.0005,0.015,true,true
1699070,M1219526,07/20/2022 12:25:00 PM,07/21/2022 11:28:00 AM,Christina,NEWARK HIGH SCHOOL,FOUNTAINS BY RM E205,0.0005,0.015,true,true
1699033,M1219517,07/20/2022 11:52:00 AM,07/21/2022 11:18:00 AM,Christina,NEWARK HIGH SCHOOL,FOUNTAINS BY AUDITORIUM,0.0005,0.015,true,true
1699058,M1219519,07/20/2022 12:02:00 PM,07/21/2022 11:21:00 AM,Christina,NEWARK HIGH SCHOOL,CAFETERIA PREP SINK,0.0117,0.015,true,true
1699061,M1219520,07/20/2022 12:04:00 PM,07/21/2022 11:22:00 AM,Christina,NEWARK HIGH SCHOOL,FOUNTAINS CAFETERIA,0.0005,0.015,true,true
1699063,M1219522,07/20/2022 12:10:00 PM,07/21/2022 11:24:00 AM,Christina,NEWARK HIGH SCHOOL,FOUNTAINS BY RM C102,0.0005,0.015,true,true
1699066,M1219524,07/20/2022 12:17:00 PM,07/21/2022 11:26:00 AM,Christina,NEWARK HIGH SCHOOL,FOUNTAIN BY RM E110,0.0005,0.015,true,true
1699068,M1219525,07/20/2022 12:20:00 PM,07/21/2022 11:27:00 AM,Christina,NEWARK HIGH SCHOOL,FOUNTAIN BY RM E006,0.0005,0.015,true,true
1699071,M1219527,07/20/2022 12:31:00 PM,07/21/2022 11:28:00 AM,Christina,NEWARK HIGH SCHOOL,FOUNTAIN BY RM C207,0.0005,0.015,true,true
1573867,M1004684,10/11/2021 09:55:00 AM,10/12/2021 02:25:05 PM,Christina,OBERLE ELEMENTARY SCHOOL,200 WING,0.0005,0.015,true,false
1573861,M1004701,10/11/2021 09:55:00 AM,10/12/2021 02:23:28 PM,Christina,OBERLE ELEMENTARY SCHOOL,300 WING,0.00264,0.015,true,false
1573866,M1004685,10/11/2021 09:40:00 AM,10/12/2021 02:24:31 PM,Christina,OBERLE ELEMENTARY SCHOOL,400 WING,0.0005,0.015,true,false
1573864,M1004702,10/11/2021 09:30:00 AM,10/12/2021 02:23:56 PM,Christina,OBERLE ELEMENTARY SCHOOL,660 WING,0.0005,0.015,true,false
1622395,M1004774,01/04/2022 06:17:00 PM,01/04/2022 03:54:28 PM,Christina,R. ELISABETH MACLARY ELEMENTARY SCHOOL,MA CLARY R ELIZABETH,0.00137,0.015,true,false
1622411,M1004771,01/04/2022 06:15:00 PM,01/04/2022 03:56:31 PM,Christina,R. ELISABETH MACLARY ELEMENTARY SCHOOL,MA CLARY R ELIZABETH,0.00378,0.015,true,false
1622400,M1004775,01/04/2022 06:13:00 PM,01/04/2022 03:55:32 PM,Christina,R. ELISABETH MACLARY ELEMENTARY SCHOOL,MA CLARY R ELIZABETH,0.00089,0.015,true,false
1622397,M1004772,01/04/2022 06:11:00 PM,01/04/2022 03:55:05 PM,Christina,R. ELISABETH MACLARY ELEMENTARY SCHOOL,MA CLARY R ELIZABETH,0.00271,0.015,true,false
1622409,M1004773,01/04/2022 06:09:00 PM,01/04/2022 03:56:05 PM,Christina,R. ELISABETH MACLARY ELEMENTARY SCHOOL,MA CLARY R ELIZABETH,0.00131,0.015,true,false
1575138,M1004721,10/08/2021 07:45:00 AM,10/13/2021 03:38:26 PM,Christina,SARAH PYLE ACADEMY,CLASSROOM 404,0.0005,0.015,true,false
1575137,M1004720,10/08/2021 07:35:00 AM,10/13/2021 03:37:43 PM,Christina,SARAH PYLE ACADEMY,NURSE OFFICE,0.00717,0.015,true,false
1575139,M1004718,10/08/2021 07:25:00 AM,10/13/2021 03:39:11 PM,Christina,SARAH PYLE ACADEMY,CAFETERIA,0.00101,0.015,true,false
1575140,M1004743,10/08/2021 07:20:00 AM,10/13/2021 03:40:00 PM,Christina,SARAH PYLE ACADEMY,CLASSROOM 300,0.0026,0.015,true,false
1575135,M1004719,10/08/2021 07:45:00 AM,10/13/2021 03:36:47 PM,Christina,SARAH PYLE ACADEMY,CLASSROOM 404,0.00181,0.015,true,false
1575150,M1004745,10/08/2021 08:30:00 AM,10/13/2021 03:44:40 PM,Christina,SHUE-MEDILL MIDDLE SCHOOL,SHUE KITCHEN,0.00168,0.015,true,false
1575149,M1004744,10/08/2021 08:20:00 AM,10/13/2021 03:43:37 PM,Christina,SHUE-MEDILL MIDDLE SCHOOL,NURSE OFFICE,0.00195,0.015,true,false
1575147,M1004747,10/08/2021 07:00:00 AM,10/13/2021 03:41:08 PM,Christina,SHUE-MEDILL MIDDLE SCHOOL,MEDIL-LOUNGE,0.00061,0.015,true,false
1575148,M1004748,10/08/2021 07:00:00 AM,10/13/2021 03:42:28 PM,Christina,SHUE-MEDILL MIDDLE SCHOOL,MEDIL KITCHEN,0.002,0.015,true,false
1575126,M1004714,10/09/2021 07:00:00 AM,10/13/2021 03:33:41 PM,Christina,THE BANCROFT SCHOOL,MAIN OFFICE,0.00132,0.015,true,false
1575127,M1004716,10/09/2021 07:00:00 AM,10/13/2021 03:34:25 PM,Christina,THE BANCROFT SCHOOL,WELLNESS CENTER 101,0.00233,0.015,true,false
1575129,M1004715,10/09/2021 07:00:00 AM,10/13/2021 03:35:28 PM,Christina,THE BANCROFT SCHOOL,CAFETERIA,0.00052,0.015,true,false
1575134,M1004713,10/09/2021 07:00:00 AM,10/13/2021 03:36:02 PM,Christina,THE BANCROFT SCHOOL,ROOM 108,0.00739,0.015,true,false
1576062,M1004709,10/05/2021 06:00:00 AM,10/14/2021 03:15:10 PM,Christina,THE BAYARD SCHOOL,NURSES,0.00165,0.015,true,false
1576077,M1004711,10/05/2021 06:00:00 AM,10/14/2021 03:18:32 PM,Christina,THE BAYARD SCHOOL,CAFETERIA,0.00296,0.015,true,false
1576072,M1004710,10/05/2021 06:00:00 AM,10/14/2021 03:17:10 PM,Christina,THE BAYARD SCHOOL,LOUNGE,0.0005,0.015,true,false
,M1138167,03/04/2022 07:05:00 AM,03/07/2022 04:04:06 PM,Christina,THE BAYARD SCHOOL,KITCHEN,0.0005,0.015,true,false
,M1138168,03/04/2022 07:10:00 AM,03/07/2022 04:04:41 PM,Christina,THE BAYARD SCHOOL,1ST FLOOR CLASSROOM,0.00231,0.015,true,false
1579846,M1004817,10/15/2021 06:38:00 AM,10/20/2021 03:11:30 PM,Christina,THE BRENNEN SCHOOL,CAFE LINE SINK,0.00631,0.015,true,false
1579829,M1004818,10/15/2021 06:33:00 AM,10/20/2021 03:10:11 PM,Christina,THE BRENNEN SCHOOL,NURSE OFFICE,0.00054,0.015,true,false
1579854,M1004819,10/15/2021 06:30:00 AM,10/20/2021 03:12:24 PM,Christina,THE BRENNEN SCHOOL,STAFF LOUNGE SINK,0.00139,0.015,true,false
1579832,M1004821,10/15/2021 06:27:00 AM,10/20/2021 03:10:51 PM,Christina,THE BRENNEN SCHOOL,MAIN OFFICE SINK,0.00069,0.015,true,false
1579855,M1004820,10/15/2021 06:24:00 AM,10/20/2021 03:13:02 PM,Christina,THE BRENNEN SCHOOL,RED ROAD KITCHEN,0.00061,0.015,true,false
1584663,M1004756,10/22/2021 07:45:00 AM,10/28/2021 01:25:59 PM,Christina,WEST PARK PLACE ELEMENTARY SCHOOL,ROOM 120 SINK,0.0005,0.015,false,false
1584659,M1004754,10/22/2021 07:40:00 AM,10/28/2021 01:25:02 PM,Christina,WEST PARK PLACE ELEMENTARY SCHOOL,FACULTY SINK,0.00092,0.015,true,false
1584656,M1004758,10/22/2021 07:35:00 AM,10/28/2021 01:24:03 PM,Christina,WEST PARK PLACE ELEMENTARY SCHOOL,KITCHEN SINK,0.00061,0.015,true,false
1584657,M1004757,10/22/2021 07:30:00 AM,10/28/2021 01:24:38 PM,Christina,WEST PARK PLACE ELEMENTARY SCHOOL,NURSE SINK,0.0005,0.015,true,false
1584662,M1004755,10/22/2021 07:25:00 AM,10/28/2021 01:25:31 PM,Christina,WEST PARK PLACE ELEMENTARY SCHOOL,ROOM 103 SINK,0.00054,0.015,true,false
169915,M1219531,07/20/2022 01:35:00 PM,07/21/2022 12:04:00 PM,Christina,WILSON ELEMENTARY,CAFETERIA FOUNTAIN,0.007863,0.015,true,true
1699137,M1219540,07/20/2022 02:03:00 PM,07/21/2022 12:10:00 PM,Christina,WILSON ELEMENTARY,KINDERGARTEN K103,0.021775,0.015,true,true
1699118,M1219532,07/20/2022 01:37:00 PM,07/21/2022 12:05:00 PM,Christina,WILSON ELEMENTARY,KITCHEN PREP SINK,0.024093,0.015,true,true
1699109,M1219529,07/20/2022 01:29:00 PM,07/21/2022 12:02:00 PM,Christina,WILSON ELEMENTARY,FOUNTAINS BY RM 027,0.00576,0.015,true,true
1699112,M1219530,07/20/2022 01:31:00 PM,07/21/2022 12:03:00 PM,Christina,WILSON ELEMENTARY,FOUNTAINS BY RM 023,0.00738,0.015,true,true
1699124,M1219535,07/20/2022 01:44:00 PM,07/21/2022 12:06:00 PM,Christina,WILSON ELEMENTARY,FOUNTAINS BY RM 002,0.00356,0.015,true,true
1699127,M1219536,07/20/2022 01:50:00 PM,07/21/2022 12:07:00 PM,Christina,WILSON ELEMENTARY,HALLWAY FOUNTAINS,0.00139,0.015,true,true
1699135,M1219539,07/20/2022 02:00:00 PM,07/21/2022 12:10:00 PM,Christina,WILSON ELEMENTARY,KINDERGARTEN K01,0.033409,0.015,true,true
1699133,M1219538,07/20/2022 01:54:00 PM,07/21/2022 12:09:00 PM,Christina,WILSON ELEMENTARY,NURSES OFFICE,0.014174,0.015,true,true
1699107,M1219528,07/20/2022 01:28:00 PM,07/21/2022 12:02:00 PM,Christina,WILSON ELEMENTARY,BASEMENT FOUNTAINS RM 031,0.008261,0.015,true,true
1699121,M1219533,07/20/2022 01:39:00 PM,07/21/2022 12:05:00 PM,Christina,WILSON ELEMENTARY,FOUNTAINS BY RM 11,0.00401,0.015,true,true
1699123,M1219534,07/20/2022 01:41:00 PM,07/21/2022 12:06:00 PM,Christina,WILSON ELEMENTARY,FOUNTAINS BY RM 007,0.00425,0.015,true,true
1699129,M1219537,07/20/2022 01:52:00 PM,07/21/2022 12:08:00 PM,Christina,WILSON ELEMENTARY,FACULTY SINK,0.00374,0.015,true,true
1581310,M1004763,10/19/2021 06:00:00 AM,10/22/2021 02:24:28 PM,Christina,WILSON ELEMENTARY SCHOOL,LOUNGE/BREAK,0.00144,0.015,true,false
1581312,M1004766,10/19/2021 06:00:00 AM,10/22/2021 02:25:15 PM,Christina,WILSON ELEMENTARY SCHOOL,NURSE,0.00493,0.015,true,false
1581314,M1004764,10/19/2021 06:00:00 AM,10/22/2021 02:25:46 PM,Christina,WILSON ELEMENTARY SCHOOL,KITCHEN,0.00269,0.015,true,false
1581316,M1004765,10/19/2021 06:00:00 AM,10/22/2021 02:26:18 PM,Christina,WILSON ELEMENTARY SCHOOL,KINDERGARTEN,0.0274,0.015,true,false
1591971,M1004936,11/10/2021 09:46:00 AM,11/10/2021 02:03:14 PM,Colonial,CARRIE DOWNIE ELEMENTARY SCHOOL,NURSE OFFICE HS,0.00096,0.015,true,false
1591969,M1004935,11/10/2021 09:42:00 AM,11/10/2021 02:02:12 PM,Colonial,CARRIE DOWNIE ELEMENTARY SCHOOL,NURSE BS,0.0005,0.015,true,false
1591963,M1004934,11/10/2021 09:36:00 AM,11/10/2021 02:00:43 PM,Colonial,CARRIE DOWNIE ELEMENTARY SCHOOL,CAFETERIA HS,0.0012,0.015,true,false
1591962,M1004933,11/10/2021 09:32:00 AM,11/10/2021 01:59:16 PM,Colonial,CARRIE DOWNIE ELEMENTARY SCHOOL,FACULTY LOUNGE SINK,0.0005,0.015,true,false
1526689,M1005975,07/22/2021 03:00:00 PM,07/27/2021 03:24:13 PM,Colonial,CASTLE HILLS ELEMENTARY SCHOOL,D-9,0.0005,0.015,true,false
1526681,M1005974,07/22/2021 02:57:00 PM,07/27/2021 03:20:55 PM,Colonial,CASTLE HILLS ELEMENTARY SCHOOL,C-7 SINK,0.0014,0.015,true,false
1526682,M1005973,07/22/2021 02:55:00 PM,07/27/2021 03:21:27 PM,Colonial,CASTLE HILLS ELEMENTARY SCHOOL,GYM BATHROOM,0.0016,0.015,false,false
1526683,M1005972,07/22/2021 02:55:00 PM,07/27/2021 03:22:03 PM,Colonial,CASTLE HILLS ELEMENTARY SCHOOL,B-5,0.00074,0.015,true,false
1526686,M1005971,07/22/2021 02:50:00 PM,07/27/2021 03:22:36 PM,Colonial,CASTLE HILLS ELEMENTARY SCHOOL,OFFICE BS,0.00225,0.015,true,false
1526687,M1005970,07/22/2021 02:45:00 PM,07/27/2021 03:23:06 PM,Colonial,CASTLE HILLS ELEMENTARY SCHOOL,A-8,0.00537,0.015,true,false
1526688,M1005969,07/22/2021 02:40:00 PM,07/27/2021 03:23:37 PM,Colonial,CASTLE HILLS ELEMENTARY SCHOOL,KITCHEN,0.00164,0.015,true,false
1526679,M1005968,07/22/2021 02:30:00 PM,07/27/2021 03:20:10 PM,Colonial,CASTLE HILLS ELEMENTARY SCHOOL,NURSE OFFICE,0.00817,0.015,true,false
1527500,M1005952,07/28/2021 03:40:00 PM,07/29/2021 03:42:07 PM,Colonial,EISENBERG ELEMENTARY SCHOOL,TEACHERS BATHROOM,0.0005,0.015,true,false
1527501,M1005953,07/28/2021 03:40:00 PM,07/29/2021 03:42:50 PM,Colonial,EISENBERG ELEMENTARY SCHOOL,WELLNESS,0.0005,0.015,true,false
1527506,M1005957,07/28/2021 12:30:00 PM,07/29/2021 03:45:37 PM,Colonial,EISENBERG ELEMENTARY SCHOOL,NURSES,0.0005,0.015,true,false
1527505,M1005956,07/28/2021 12:30:00 PM,07/29/2021 03:44:52 PM,Colonial,EISENBERG ELEMENTARY SCHOOL,KITCHEN,0.00088,0.015,true,false
1501222,M1005894,05/07/2021 01:20:00 PM,05/13/2021 03:11:12 PM,Colonial,GEORGE READ MIDDLE SCHOOL,CULINARY RM 1ST SINK,0.000744,0.015,true,false
1501210,M1005892,05/07/2021 01:10:00 PM,05/13/2021 03:03:42 PM,Colonial,GEORGE READ MIDDLE SCHOOL,BATHROOM CONSTABLE,0.00179,0.015,false,false
1501214,M1005896,05/07/2021 01:05:00 PM,05/13/2021 03:04:38 PM,Colonial,GEORGE READ MIDDLE SCHOOL,CAF SINK,0.00169,0.015,true,false
1501216,M1005897,05/07/2021 01:00:00 PM,05/13/2021 03:05:26 PM,Colonial,GEORGE READ MIDDLE SCHOOL,CAF KITCHEN SINK 1,0.00212,0.015,true,false
1501228,M1005893,05/07/2021 12:58:00 PM,05/13/2021 03:14:04 PM,Colonial,GEORGE READ MIDDLE SCHOOL,WEST WING BOYS BR,0.000588,0.015,false,false
1501226,M1005898,05/07/2021 12:55:00 PM,05/13/2021 03:12:42 PM,Colonial,GEORGE READ MIDDLE SCHOOL,CENTRAL WING BOYS BR,0.00184,0.015,false,false
1501224,M1005895,05/07/2021 12:50:00 PM,05/13/2021 03:12:00 PM,Colonial,GEORGE READ MIDDLE SCHOOL,E WING GIRLS BR,0.000535,0.015,false,false
1501220,M1005899,05/07/2021 12:45:00 PM,05/13/2021 03:08:55 PM,Colonial,GEORGE READ MIDDLE SCHOOL,NORTH BOYS BATH,0.0005,0.015,false,false
1500045,M1005907,05/11/2021 08:04:00 AM,05/11/2021 03:25:26 PM,Colonial,GUNNING BEDFORD MIDDLE SCHOOL,CUSTODIAL OFFICE,0.0032,0.015,true,false
1500044,M1005906,05/11/2021 07:59:00 AM,05/11/2021 03:23:47 PM,Colonial,GUNNING BEDFORD MIDDLE SCHOOL,KITCHEN,0.00068,0.015,true,false
1500040,M1005905,05/11/2021 07:55:00 AM,05/11/2021 03:21:20 PM,Colonial,GUNNING BEDFORD MIDDLE SCHOOL,NORTH STAFF CENTER,0.00295,0.015,true,false
1500037,M1005904,05/11/2021 07:50:00 AM,05/11/2021 03:20:25 PM,Colonial,GUNNING BEDFORD MIDDLE SCHOOL,201,0.0242,0.015,false,false
1500035,M1005902,05/11/2021 07:41:00 AM,05/11/2021 03:19:37 PM,Colonial,GUNNING BEDFORD MIDDLE SCHOOL,MAIN OFFICE,0.00053,0.015,true,false
1500034,M1005901,05/11/2021 07:36:00 AM,05/11/2021 03:19:06 PM,Colonial,GUNNING BEDFORD MIDDLE SCHOOL,STAFF CENTER,0.00208,0.015,true,false
1500031,M1005903,05/11/2021 07:33:00 AM,05/11/2021 03:18:04 PM,Colonial,GUNNING BEDFORD MIDDLE SCHOOL,302,0.00698,0.015,false,false
1500027,M1005900,05/11/2021 07:30:00 AM,05/11/2021 03:17:37 PM,Colonial,GUNNING BEDFORD MIDDLE SCHOOL,CLASSROOM 407,0.00117,0.015,true,false
1524852,M1004546,07/21/2021 09:20:00 AM,07/21/2021 04:17:07 PM,Colonial,GUNNING BEDFORD MIDDLE SCHOOL,ROOM 301 SCIENCE RM,0.00783,0.015,false,false
1527504,M1005955,07/28/2021 11:00:00 AM,07/29/2021 03:44:08 PM,Colonial,JOHN G LEACH SCHOOL,TEACHERS,0.00762,0.015,true,false
1527507,M1005958,07/28/2021 11:30:00 AM,07/29/2021 03:46:15 PM,Colonial,JOHN G LEACH SCHOOL,NURSES,0.0005,0.015,true,false
1500013,M1005883,05/11/2021 08:05:00 AM,05/11/2021 03:11:23 PM,Colonial,KATHLEEN WILBUR ELEMENTARY,ORANGE 6,0.000758,0.015,true,false
1500012,M1005882,05/11/2021 08:00:00 AM,05/11/2021 03:10:35 PM,Colonial,KATHLEEN WILBUR ELEMENTARY,BLUE 8,0.000634,0.015,true,false
1500014,M1005881,05/11/2021 07:55:00 AM,05/11/2021 03:11:48 PM,Colonial,KATHLEEN WILBUR ELEMENTARY,ORANGE 9,0.0005,0.015,true,false
1500015,M1005880,05/11/2021 07:50:00 AM,05/11/2021 03:12:47 PM,Colonial,KATHLEEN WILBUR ELEMENTARY,BLUE 3,0.000719,0.015,true,false
1500016,M1005879,05/11/2021 07:45:00 AM,05/11/2021 03:13:40 PM,Colonial,KATHLEEN WILBUR ELEMENTARY,GREEN 6,0.0005,0.015,true,false
1500017,M1005878,05/11/2021 07:40:00 AM,05/11/2021 03:14:24 PM,Colonial,KATHLEEN WILBUR ELEMENTARY,GREEN 5,0.000853,0.015,true,false
1500018,M1005877,05/11/2021 07:35:00 AM,05/11/2021 03:15:22 PM,Colonial,KATHLEEN WILBUR ELEMENTARY,YELLOW 8,0.00963,0.015,true,false
